id,loss
3929,2475.10768555
3947,961.775803223
3962,2130.62816895
3963,1046.67960449
3966,1809.95150391
3975,2014.39029297
3976,6016.29974609
3977,2278.55633301
3978,1188.47720215
3979,941.881020508
3983,1773.18918457
3985,897.768884277
3989,8329.32261719
3992,1858.49980957
3995,2267.87849121
4008,2260.50744141
4013,1625.5012793
4029,1809.02896973
4035,3153.63373047
4040,2271.7880957
4048,984.306337891
4060,1900.37838867
4066,1250.43285156
4075,898.292924805
4079,2165.98060059
4083,1041.26933594
4091,1480.08980957
4092,6676.57787109
4093,2377.36476563
4098,2891.98091797
4108,1565.49199707
4109,851.050844727
4110,3229.07634766
4116,1973.44168945
4129,1743.7610498
4130,4530.10960938
4140,2211.41617188
4146,1539.86416016
4150,4035.50538086
4151,7093.04994141
4153,1387.32283691
4169,6321.03134766
4170,2278.35220703
4179,1582.41924805
4183,3900.52251953
4188,2955.72160156
4190,1639.6670166
4193,1416.1570166
4201,9529.15691406
4205,1272.01412109
4210,2061.44946777
4226,2322.43835937
4229,1955.12925293
4241,2787.74985352
4242,1103.01475098
4257,3923.47798828
4258,640.029770508
4260,2661.95990234
4263,4683.4821582
4267,861.465019531
4273,2506.26368164
4274,2009.2641748
4277,1161.33577881
4281,1474.11442871
4283,4375.26641602
4293,2345.68704102
4294,1282.14104004
4305,3477.02361328
4307,3011.71276367
4318,2256.90158203
4325,2395.73919922
4327,3959.25484375
4332,3758.86055664
4335,3653.72170898
4336,3138.78135742
4337,708.297680664
4339,4703.18935547
4343,1346.18231934
4346,1028.75404053
4348,1310.17047852
4350,3616.77135742
4358,2002.80687988
4359,2000.05191406
4363,2263.56386719
4366,5004.81873047
4374,1137.83211426
4375,2009.70756836
4377,1063.77776123
4393,2907.68424805
4395,2331.18358398
4400,1169.75666016
4402,6712.80707031
4404,9543.52191406
4415,2780.95464844
4418,1870.0319043
4422,1383.1420166
4430,1650.48855957
4432,1630.58331055
4433,1070.53662842
4435,5624.72128906
4438,1695.45052246
4444,1899.96558594
4447,1718.45908203
4451,5033.04851562
4452,1893.94341797
4457,1517.06655273
4459,3933.27818359
4469,1028.92941406
4471,8887.53871094
4486,1025.65712646
4488,2048.88154785
4510,1458.13369629
4515,1021.10310303
4527,3999.30884766
4530,1034.52455566
4534,961.557937012
4535,3516.10408203
4536,1335.20599121
4548,2718.20807617
4549,1748.61979492
4551,6602.41996094
4556,2640.4069043
4559,650.736989746
4564,1159.50964111
4570,3768.18574219
4575,7605.65287109
4584,3167.37011719
4585,2687.50606445
4591,1750.26811035
4592,2605.95513672
4593,1602.15445312
4594,1369.30024902
4598,1156.35085693
4607,2588.27774414
4608,919.23248291
4620,1927.89996582
4621,3548.88273437
4625,2261.15352051
4635,2584.375625
4638,5477.29251953
4652,3029.62896484
4657,2851.47404297
4658,1887.21862793
4666,5562.24271484
4672,1278.66355469
4676,2889.40481445
4680,1100.58057617
4681,6577.735
4683,3092.94466797
4684,1095.04577148
4689,2927.05250977
4690,2582.71683594
4692,1858.97856934
4697,1660.18393066
4700,1938.05426758
4705,13992.4876953
4721,1462.79049805
4726,1831.94351074
4729,858.589360352
4731,4225.92430664
4736,2140.04687988
4739,1998.72635254
4740,1962.9376123
4753,1142.00158447
4754,2601.52314453
4755,4645.47591797
4756,1247.8854248
4759,1550.57123047
4764,1215.25524902
4771,3094.55206055
4772,1285.77963379
4776,765.372531738
4780,2488.27852539
4784,1602.36722168
4786,1596.25150391
4787,3452.24942383
4789,997.611245117
4794,1934.96438477
4800,2225.50969238
4807,2930.77859375
4813,8180.69628906
4818,2669.36126953
4823,13064.0401953
4824,2289.26776367
4829,2764.34783203
4830,928.224143066
4835,2479.33491211
4844,1610.31373047
4845,1606.15445312
4846,2593.97780273
4847,854.911608887
4854,2305.39530273
4857,3050.71449219
4861,858.977102051
4863,889.935439453
4866,3624.52764648
4869,4414.86947266
4871,1316.54166016
4872,2289.65602539
4875,2095.99705078
4877,7778.7825
4878,1076.54061279
4885,1852.06416992
4886,1456.87164063
4888,3330.17445313
4890,1296.7684375
4896,1231.26539063
4899,2376.90149902
4913,815.473286133
4916,2020.45130371
4920,3908.39288086
4925,2956.38920898
4934,2141.83884766
4941,2795.03894531
4946,1152.94889648
4954,3485.28587891
4956,1215.63604248
4958,4805.00923828
4965,1217.91934082
4966,1235.12276367
4970,2604.41333008
4977,1727.23655273
4980,2927.33666992
4984,2378.97138672
4995,1039.52992676
4997,3205.8044043
4999,1844.70072266
5005,3668.14566406
5011,1794.04529297
5015,2180.12084473
5016,2317.33361328
5019,2884.37310547
5024,1960.66782227
5030,2001.79469238
5031,1858.9173584
5034,2077.03441406
5047,10711.3839453
5048,2501.08701172
5052,1560.67771484
5061,2041.16932617
5062,4152.42949219
5067,3900.17797852
5068,4357.239375
5077,1417.26933594
5079,2286.53538086
5090,3456.78243164
5094,1795.56347656
5103,2097.60539062
5104,932.660166016
5106,1979.09938477
5107,2226.15798828
5110,1086.08204346
5114,1591.44372559
5116,4407.71078125
5121,5483.82175781
5122,2862.00483398
5124,1060.44760254
5132,3946.3231543
5133,1717.24611816
5138,2180.93578125
5143,2211.13878418
5153,1677.20398926
5154,1904.26232422
5155,1157.25836426
5160,1941.22144043
5169,4442.14519531
5172,3479.08582031
5173,3304.20574219
5179,952.614309082
5182,2934.94363281
5187,1091.25647705
5192,3035.04378906
5211,1228.98173828
5213,2283.83983887
5219,841.692167969
5225,2183.38784668
5226,1108.53529541
5227,3775.62509766
5228,1773.29844727
5239,2832.07920898
5241,1484.36696289
5244,2174.5725
5248,3684.61152344
5260,1273.76589355
5266,1058.02662598
5273,2133.41907715
5280,7052.53589844
5298,4360.58043945
5300,1132.73871582
5306,3056.82147461
5307,1213.31273437
5311,3661.03757812
5316,1103.62932373
5323,876.979260254
5332,1471.97850586
5336,1578.48187012
5338,992.42763916
5342,2436.80522461
5347,1350.29682129
5355,3601.59875
5357,1817.53757324
5362,1101.57033203
5363,1517.7109668
5364,917.573188477
5366,3429.54050781
5374,4839.88302734
5375,760.338056641
5379,2794.83710938
5380,2026.45424316
5383,785.757321777
5385,1462.35154297
5390,1901.85280762
5393,5218.28451172
5398,1403.18440918
5411,2405.18499023
5414,834.41635498
5429,1311.68670898
5432,8649.99369141
5436,1134.52257813
5437,4447.89338867
5439,1292.96768555
5440,3172.88000977
5449,1930.99064453
5458,1448.9912793
5460,922.139797363
5462,1069.29705322
5463,2332.57644531
5465,2332.02251953
5467,2779.96609375
5475,2539.24004883
5483,2067.33001953
5485,1166.53546875
5489,1642.79287109
5493,3187.60838867
5497,938.314631348
5501,1155.02619141
5506,1467.26443359
5507,1664.87630371
5510,3186.48469727
5524,4414.60560547
5531,1321.2039502
5542,3854.20229492
5543,2520.89390625
5544,4188.20182617
5552,1647.36503418
5560,2009.72535645
5563,4100.78633789
5573,2056.23689453
5579,1157.06500244
5584,3147.74541016
5585,8630.30503906
5594,1778.35335938
5595,1596.78619629
5597,1863.38876465
5598,1252.52984863
5604,1902.86728027
5606,1534.93721191
5610,913.34815918
5615,4545.14619141
5631,1263.7379541
5637,1655.69623535
5646,1965.7852832
5656,2895.11170898
5658,10116.9485547
5666,1610.42175781
5668,2154.66124512
5673,1395.52426758
5680,1331.10672363
5691,2734.34173828
5692,5806.34634766
5693,2071.58699219
5697,3023.69888672
5698,1940.00780762
5700,1973.1999707
5704,2107.54328125
5705,1952.79192871
5707,830.032416992
5710,996.767868652
5716,998.663894043
5720,1550.21798828
5722,2137.22570313
5727,2333.85528809
5733,1376.42201172
5737,2359.61932617
5742,3432.76899414
5747,1080.61874268
5760,2065.12812012
5774,1615.18847656
5788,4777.96654297
5796,1739.46288574
5797,1302.30833496
5800,2765.24924805
5812,1505.01184082
5814,1246.31740234
5818,948.887180176
5819,3646.99586914
5823,3633.91416992
5826,3472.23902344
5830,1374.57628418
5831,1679.36838867
5846,2824.54973633
5864,2198.7546582
5869,601.092446289
5870,3472.42904297
5879,1344.79120605
5883,9262.849375
5886,1067.33831543
5889,4056.82095703
5904,2180.33562012
5905,1184.53005371
5910,2343.6428125
5911,1936.65086914
5914,1593.84743164
5915,1734.64008301
5920,929.766162109
5925,1736.86681641
5926,1818.06211914
5934,2310.1934375
5939,3033.83831055
5941,845.707526855
5943,1045.14333252
5949,3698.45807617
5961,1767.53498535
5965,3655.83636719
5966,2362.73481445
5969,726.034985352
5970,2067.04114258
5978,2909.97704102
5979,3253.38790039
5983,1345.78948242
5985,6156.90517578
5989,1185.36806152
5997,1666.29853027
6004,2426.28827148
6010,5187.44199219
6013,1250.32620605
6019,1759.68782715
6020,1451.28156738
6032,1300.50433105
6036,4445.23216797
6037,5348.57361328
6039,1442.59654785
6050,1872.97898926
6051,1432.93924316
6053,4983.46984375
6057,1566.9026416
6059,1483.22228027
6067,4185.64599609
6068,1644.28084961
6075,1388.97169922
6078,926.314467773
6079,4167.85665039
6080,4094.10529297
6082,5150.55517578
6084,1241.68461914
6091,3180.34162109
6092,1119.09371826
6093,5439.37763672
6096,1317.15442871
6102,1658.3927002
6105,1769.59558594
6116,1853.23310059
6122,1019.4582959
6126,1055.1320459
6131,5559.87052734
6140,4957.41851562
6141,1426.01290527
6146,840.417272949
6147,2341.9187793
6157,2660.47165039
6162,2137.66294434
6163,2186.47067871
6165,2435.8067041
6170,6739.18150391
6208,1417.58778809
6216,3740.89553711
6218,1614.33669434
6223,2171.44372559
6224,1949.40088867
6227,1744.17583008
6240,10953.5257031
6241,1429.91869629
6246,1115.42992676
6248,4149.0722168
6249,1096.0489917
6255,1574.74780762
6261,2815.05388672
6262,7465.68189453
6269,1525.38379395
6271,2525.75701172
6278,2373.39257812
6284,1618.75315918
6285,1260.71123047
6287,1151.82269043
6288,2138.72930176
6291,2306.53298828
6296,1028.0589624
6297,3006.6230957
6304,1466.61819824
6309,2832.08904297
6310,981.28704834
6311,2088.10288574
6316,1337.80169922
6319,1552.34541992
6332,8110.04058594
6335,5910.08132813
6336,1213.01806641
6341,991.706489258
6359,1258.24535156
6369,2481.80453125
6375,708.303930664
6378,4994.03878906
6380,3698.44125977
6385,10490.3133984
6387,8081.00628906
6391,2672.86344727
6392,723.379182129
6393,2439.35535156
6400,799.698991699
6411,3514.3884375
6415,2150.5579248
6416,2580.23298828
6419,3126.98567383
6421,1204.620625
6432,2249.10713867
6438,1618.21106445
6444,961.636501465
6445,1192.4272583
6446,1248.93791992
6448,6802.57164063
6452,1293.0153125
6459,1888.1273291
6470,3642.08612305
6475,930.24739502
6484,2190.73227539
6492,2473.42830078
6502,1691.12955566
6505,1173.28440186
6506,1642.72648926
6513,1286.15103516
6514,3197.34333984
6524,4506.27158203
6525,731.566411133
6528,1583.43649414
6529,9146.75082031
6531,1361.07429199
6538,1953.75748047
6541,3711.6753418
6546,3019.80798828
6553,1093.37606201
6563,956.739562988
6567,1705.4634375
6586,5578.6934375
6588,2491.91485352
6589,5156.54033203
6591,4075.41631836
6596,1213.94179199
6607,1487.51312012
6613,10708.9477344
6615,2187.04603027
6625,1295.58785645
6629,2587.46601563
6630,2362.74937012
6632,1173.2701709
6640,1056.93602051
6645,2902.91787109
6648,2532.89924805
6656,1316.10123535
6658,2478.95404297
6661,1343.97371094
6663,1882.29789063
6665,2385.93458984
6673,1745.56845703
6676,1453.13731934
6681,1405.395625
6683,1639.12728516
6684,1002.57902832
6695,1339.02394043
6697,1560.89296875
6700,2940.82035156
6702,1204.59491699
6703,1476.03121094
6704,3139.39219727
6712,5567.26791016
6716,4901.52001953
6723,1072.85133789
6733,3605.12433594
6734,2313.44322266
6739,2835.12495117
6743,876.660844727
6746,1593.04549805
6756,1045.71573242
6758,1249.81588867
6765,1022.80987549
6772,2168.50144043
6776,3699.51375
6777,1609.4296875
6784,3038.18863281
6785,1295.92471191
